query_id,dataset,seed,mode,dense_ndcg,hybrid_ndcg,psafe_ndcg,delta_psafe_dense,selected_action
1,scifact,123,lite,0.0,0.0,0.0,0.0,Deep Hybrid
1012,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1024,scifact,123,lite,0.6309297535714575,1.0,1.0,0.36907024642854247,Deep Hybrid
1029,scifact,123,lite,0.7653606369886217,0.9674679834891693,0.7653606369886217,0.0,Dense
1049,scifact,123,lite,0.43067655807339306,0.38685280723454163,0.43067655807339306,0.0,Dense
1062,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1088,scifact,123,lite,1.0,0.6309297535714575,1.0,0.0,Dense
1089,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1099,scifact,123,lite,0.2890648263178879,0.0,0.0,-0.2890648263178879,Deep Hybrid
1100,scifact,123,lite,0.43067655807339306,0.31546487678572877,0.31546487678572877,-0.11521168128766429,Deep Hybrid
1104,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1110,scifact,123,lite,0.0,0.2890648263178879,0.0,0.0,Dense
1121,scifact,123,lite,0.6309297535714575,1.0,0.6309297535714575,0.0,Dense
113,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1150,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1163,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
118,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1185,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1187,scifact,123,lite,0.6309297535714575,1.0,0.6309297535714575,0.0,Dense
1194,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1196,scifact,123,lite,0.5,0.6309297535714575,0.5,0.0,Dense
1197,scifact,123,lite,0.5,0.6309297535714575,0.5,0.0,Dense
1200,scifact,123,lite,0.0,0.31546487678572877,0.0,0.0,Dense
1202,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1207,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1213,scifact,123,lite,0.0,0.0,0.0,0.0,Dense
1216,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1225,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1232,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1241,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1259,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1270,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1273,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1278,scifact,123,lite,0.0,0.0,0.0,0.0,Dense
1280,scifact,123,lite,0.0,0.31546487678572877,0.0,0.0,Dense
1281,scifact,123,lite,0.0,0.0,0.0,0.0,Dense
1282,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
129,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1290,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1292,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
13,scifact,123,lite,0.3333333333333333,0.0,0.3333333333333333,0.0,Dense
1303,scifact,123,lite,1.0,0.0,1.0,0.0,Dense
1336,scifact,123,lite,0.6309297535714575,1.0,0.6309297535714575,0.0,Dense
1352,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1359,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1368,scifact,123,lite,0.5,1.0,0.5,0.0,Dense
137,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
1370,scifact,123,lite,0.38685280723454163,1.0,1.0,0.6131471927654584,Deep Hybrid
1379,scifact,123,lite,0.9058653015743079,0.8547529378296287,0.9058653015743079,0.0,Dense
1385,scifact,123,lite,0.6309297535714575,1.0,0.6309297535714575,0.0,Dense
1389,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
141,scifact,123,lite,0.9197207891481876,0.8772153153380493,0.9197207891481876,0.0,Dense
142,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
143,scifact,123,lite,1.0,1.0,1.0,0.0,Dense
148,scifact,123,lite,0.5,1.0,0.5,0.0,Dense
163,scifact,123,lite,0.6309297535714575,1.0,0.6309297535714575,0.0,Dense
